Riverside,Moranbah North,Illawara (PHCC),Goonyella,Caval Ridge,PDN,Poitrel,Amonate,Aus. SHCC,Teck Venture,Lake Vermont,Metropolitan,Indonasian,Low Ash SHCC/ SHCC-BHP,Eagle crrek,Dhamra SHCC PDN,Daunia (SHCC),Leer,Elga,Leer/Russian HFCC,Uvalnaya,Blue creek,Mt. Laurel,R.PCI,E.Soft,Indian Coal Dhanbaad,Scratch Coal,HCC/ SHCC Contaminated Coal,North Goonyella,Anglo American LV SHCC,Carborough down (SHCC),Moorvale (SHCC),Russian Low Vol(SHCC),MVF,Soft coal,Olive Down
0,0,0,0,25,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,0,0,11,18,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,0,0,11,18,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,0,0,11,18,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,0,0,11,18,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,0,0,11,18,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,0,0,11,18,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,0,0,11,18,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,0,0,11,18,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,0,0,11,18,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,0,0,11,18,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,0,0,11,18,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,9,0,0,0,8,16,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,9,0,0,0,8,16,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,9,0,0,0,8,16,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,9,0,0,0,8,16,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,7,10,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,7,10,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,7,10,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,7,10,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,7,10,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,36,0,0,0,0,0,38,0,0,0,0,0,0,0,7,10,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,36,0,0,0,0,0,38,0,0,0,0,0,0,0,7,10,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,7,10,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,7,10,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,7,10,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,0,0,7,10,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,28,0,0,0,0,0,0,0,6,12,0,0,0,20,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,33,0,0,0,0,0,27,0,0,0,0,0,0,0,6,11,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,31,0,0,0,0,0,39,0,0,0,0,0,0,0,6,10,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,31,0,0,0,0,0,39,0,0,0,0,0,0,0,6,10,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,31,0,0,0,0,0,39,0,0,0,0,0,0,0,6,10,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,41,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,41,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,41,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,41,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,41,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,41,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,29,0,0,0,0,0,48,0,0,0,0,0,0,0,6,10,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,34,0,0,0,0,0,41,0,0,0,0,0,0,0,6,7,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,34,0,0,0,0,0,41,0,0,0,0,0,0,0,6,7,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,34,0,0,0,0,0,41,0,0,0,0,0,0,0,6,7,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,34,0,0,0,0,0,41,0,0,0,0,0,0,0,6,7,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,33,0,0,0,0,0,32,0,0,0,0,0,0,0,8,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,33,0,0,0,0,0,32,0,0,0,0,0,0,0,8,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,33,0,0,0,0,0,32,0,0,0,0,0,0,0,8,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,28,0,0,0,0,0,29,0,0,0,0,0,0,0,8,13,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,26,0,0,0,0,0,27,0,0,0,0,0,0,0,8,15,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,26,0,0,0,0,0,27,0,0,0,0,0,0,0,8,15,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,24,0,0,0,0,0,23,0,0,0,0,0,0,0,8,17,0,0,0,24,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,36,0,0,0,0,0,13,0,0,0,0,0,0,0,8,14,0,0,0,25,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,32,0,0,0,0,0,0,0,9,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,34,0,0,0,0,0,31,0,0,0,0,0,0,0,9,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,34,0,0,0,0,0,31,0,0,0,0,0,0,0,9,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,34,0,0,0,0,0,31,0,0,0,0,0,0,0,9,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,34,0,0,0,0,0,44,0,0,0,0,0,0,0,6,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,48,0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,48,0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,48,0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,43,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,30,0,0,0,0,0,0,0,0,8,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,30,0,0,0,0,0,0,0,0,8,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,22,0,10,0,0,0,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,22,0,10,0,0,0,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,22,0,10,0,0,0,0,0,0,8,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,22,0,10,0,0,0,0,0,0,8,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,22,0,10,0,0,0,0,0,0,8,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,34,0,8,0,0,0,10,0,12,0,0,0,0,0,0,8,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,34,0,8,0,0,0,10,0,12,0,0,0,0,0,0,8,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,34,0,0,0,0,0,16,0,14,0,0,0,0,0,0,8,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,20,0,18,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,20,0,18,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,20,0,18,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,20,0,18,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,18,0,20,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,18,0,20,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,18,0,20,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,14,0,19,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,26,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,40,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,11,0,26,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,40,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,11,0,26,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,40,0,9,0,0,0,8,0,0,0,0,0,0,0,12,0,0,8,0,20,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,40,0,9,0,0,0,8,0,0,0,0,0,0,0,12,0,0,8,0,20,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,40,0,9,0,0,0,8,0,0,0,0,0,0,0,12,0,0,8,0,20,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,40,0,9,0,0,0,8,0,0,0,0,0,0,0,12,0,0,8,0,20,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27,15,0,10,12,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27,15,0,10,12,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27,15,0,10,12,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27,15,0,10,12,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27,15,0,10,12,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27,15,0,10,12,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27,13,0,0,0,0,12,0,0,12,0,0,0,0,0,6,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27,13,0,0,0,0,12,0,0,12,0,0,0,0,0,6,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27,13,0,0,0,0,12,0,0,12,0,0,0,0,0,6,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27,13,0,0,0,0,12,0,0,12,0,0,0,0,0,6,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,38,0,0,0,0,0,12,0,0,12,0,0,0,0,0,6,0,0,6,0,24,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,38,0,0,0,0,0,12,0,0,12,0,0,0,0,0,6,0,0,6,0,24,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,38,0,0,0,0,0,12,0,0,12,0,0,0,0,0,6,0,0,6,0,24,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,38,0,0,0,0,0,12,0,0,12,0,0,0,0,0,6,0,0,6,0,24,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,38,0,0,0,0,0,12,0,0,12,0,0,0,0,0,6,0,0,6,0,24,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,38,0,0,0,0,0,12,0,0,12,0,0,0,0,0,6,0,0,6,0,24,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,38,0,0,0,0,0,12,0,0,12,0,0,0,0,0,6,0,0,6,0,24,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,38,0,0,0,8,0,14,0,0,0,0,0,0,0,0,7,0,0,7,0,24,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,38,0,0,0,8,0,14,0,0,0,0,0,0,0,0,7,0,0,7,0,24,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,38,0,0,0,8,0,14,0,0,0,0,0,0,0,0,7,0,0,7,0,24,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,38,0,0,0,8,0,14,0,0,0,0,0,0,0,0,7,0,0,7,0,24,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,38,0,0,0,8,0,14,0,0,0,0,0,0,0,0,7,0,0,7,0,24,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,22,15,0,0,8,0,18,0,0,6,0,0,0,0,0,7,0,0,7,0,15,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,22,15,0,0,8,0,18,0,0,6,0,0,0,0,0,7,0,0,7,0,15,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,22,15,0,0,8,0,14,0,0,0,0,0,0,0,0,10,0,0,7,0,22,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,22,15,0,0,8,0,14,0,0,0,0,0,0,0,0,10,0,0,7,0,22,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,22,15,0,0,8,0,14,0,0,0,0,0,0,0,0,10,0,0,7,0,22,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,22,15,0,0,8,0,14,0,0,0,0,0,0,0,0,10,0,0,7,0,22,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,22,15,0,0,8,0,14,0,0,0,0,0,0,0,0,10,0,0,7,0,22,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,22,15,0,0,8,0,14,0,0,0,0,0,0,0,0,10,0,0,7,0,22,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,22,15,0,0,8,0,14,0,0,0,0,0,0,0,0,10,0,0,7,0,22,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,22,15,0,0,8,0,14,0,0,0,0,0,0,0,0,10,0,0,7,0,22,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,38,0,0,0,8,0,15,0,0,0,0,0,0,0,0,10,0,0,7,0,20,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,38,0,0,0,8,0,15,0,0,0,0,0,0,0,0,10,0,0,7,0,20,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,30,0,0,0,8,0,16,0,0,0,0,0,0,0,0,10,0,0,12,0,22,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,26,0,0,0,0,0,16,0,0,24,0,0,0,0,0,10,0,0,12,0,10,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,26,0,0,0,0,0,16,0,0,24,0,0,0,0,0,10,0,0,12,0,10,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,26,0,0,0,0,0,16,0,0,24,0,0,0,0,0,10,0,0,12,0,10,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,26,0,0,0,0,0,16,0,0,24,0,0,0,0,0,10,0,0,12,0,10,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,26,0,0,0,0,0,16,0,0,24,0,0,0,0,0,10,0,0,12,0,10,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,26,0,0,0,0,0,16,0,0,24,0,0,0,0,0,10,0,0,12,0,10,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,10,28,0,0,0,0,8,0,0,16,0,0,0,0,0,6,0,0,6,0,24,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,10,28,0,0,0,0,8,0,0,16,0,0,0,0,0,6,0,0,6,0,24,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,10,28,0,0,0,0,8,0,0,16,0,0,0,0,0,6,0,0,6,0,24,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,5,45,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,8,0,16,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,10,45,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,5,0,0,0,0,0,0,0,0,0
0,0,0,10,45,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,5,0,0,0,0,0,0,0,0,0
0,0,0,15,20,0,0,0,0,0,10,0,16,0,0,0,0,0,8,0,0,6,0,24,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,15,20,0,0,0,0,0,10,0,16,0,0,0,0,0,8,0,0,6,0,24,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,15,20,0,0,0,0,0,18,0,8,0,0,0,0,0,8,0,6,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,15,20,0,0,0,0,0,18,0,8,0,0,0,0,0,8,0,6,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,15,20,0,0,0,0,0,18,0,8,0,0,0,0,0,8,0,6,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,15,20,0,0,0,0,0,25,0,0,0,0,0,0,0,9,0,6,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,15,20,0,0,0,0,0,25,0,0,0,0,0,0,0,9,0,6,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,15,20,0,0,0,0,0,25,0,0,0,0,0,0,0,9,0,6,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,29,0,0,0,0,0,30,0,0,0,0,0,0,0,9,0,6,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0
